loss_kl,acc,auroc,loss_nll,loss_mse,mse_unobserved,loss,inference time
-5.633956718444824,0.5008184523809524,0.49979650817259713,3425912537.6,2.051444613933563,0.0,3425912537.6,0.7156917095184326
-5.6607945442199705,0.4961061507936507,0.4958387064471224,484729638.4,0.29025726914405825,0.0,484729638.4,0.5773556947708129
-5.2297208070755,0.49842647707231047,0.49736119684125024,378184972.8,0.2264580562710762,0.0,378184972.8,0.5728681087493896
-6.041601657867432,0.4986937830687831,0.49711216410036396,317646534.4,0.19020750224590302,0.0,317646534.4,0.5701751947402954
-5.123015546798706,0.4987544091710759,0.4982957220038721,275120656.0,0.1647429034113884,0.0,275120656.0,0.5967046737670898
-5.7828856945037845,0.49907407407407406,0.4992702223601464,234899489.6,0.14065837413072585,0.0,234899489.6,0.5941144227981567
-6.22710862159729,0.5000523589065256,0.5000874086056244,197599433.6,0.11832301244139672,0.0,197599432.0,0.5831406831741333
-6.798759841918946,0.49938822751322753,0.4999248150123171,158644270.4,0.09499656856060028,0.0,158644268.8,0.609170651435852
-7.475093126296997,0.5000992063492063,0.4998260985182331,127543458.4,0.07637332603335381,0.0,127543450.4,0.5899223327636719
-8.315651416778564,0.5003417107583774,0.4990755699299959,100552541.6,0.060211101174354555,0.0,100552533.6,0.6239317178726196
-8.669411563873291,0.5004436728395061,0.4992951613516089,87011779.2,0.052102860435843466,0.0,87011771.2,0.601192045211792
-9.072947978973389,0.49792493386243386,0.4977503053738932,73887457.6,0.04424398690462113,0.0,73887449.6,0.5865315437316895
-9.325104808807373,0.500311397707231,0.498894200563897,64995904.4,0.03891970179975033,0.0,64995895.6,0.5887257575988769
-9.846935558319093,0.4996665564373899,0.49926753694199133,59607091.6,0.035692868568003175,0.0,59607082.4,0.6190444231033325
-8.857695770263671,0.4994571208112874,0.4985330785051233,55023722.8,0.03294833544641733,0.0,55023714.4,0.6150552988052368
-9.481334114074707,0.5001680996472662,0.49861249294862303,54133614.0,0.03241533730179071,0.0,54133605.6,0.5953079462051392
-10.063487720489501,0.4985477292768959,0.4987394931233407,48965274.8,0.029320522956550122,0.0,48965265.6,0.6015915393829345
-9.873643112182616,0.5010085978835979,0.49911023226607254,45143518.4,0.02703204546123743,0.0,45143508.8,0.5959065675735473
-9.717276668548584,0.498748897707231,0.49904442407429517,42425689.2,0.02540460377931595,0.0,42425680.4,0.6060792922973632
-9.946007347106933,0.4983768738977073,0.4980033421133817,39579234.8,0.023700139857828616,0.0,39579224.8,0.5960087776184082
-9.661871433258057,0.4997106481481481,0.49865497783827795,39231162.0,0.023491713404655456,0.0,39231152.8,0.6010934591293335
-9.840638160705566,0.5000358245149912,0.5001224223221058,36666800.8,0.021956168115139008,0.0,36666790.8,0.5947089433670044
-9.840168476104736,0.49952050264550263,0.4990637756345815,35488201.6,0.02125041987746954,0.0,35488191.8,0.5952089071273804
-9.826420307159424,0.4997685185185185,0.4995006922195788,35557396.2,0.021291853860020638,0.0,35557387.0,0.5925156831741333
-9.710000801086426,0.5000496031746031,0.4995519519229371,34516513.6,0.02066857013851404,0.0,34516504.0,0.5926147699356079
-9.890150928497315,0.4994323192239859,0.49912433522653477,33233785.8,0.019900469668209554,0.0,33233775.8,0.5991981506347657
-9.738780403137207,0.49925319664903,0.49950888815854294,33104722.8,0.019823186844587327,0.0,33104713.4,0.5990978479385376
-9.801345443725586,0.4990795855379188,0.4989735917977255,31330714.8,0.018760906904935835,0.0,31330704.8,0.5997961759567261
-9.788766288757325,0.4993303571428571,0.49852492911427104,31477211.4,0.018848628737032413,0.0,31477201.8,0.6067778110504151
-9.463547134399414,0.4994102733686067,0.49874396253596254,33396413.0,0.019997851736843587,0.0,33396403.4,0.5999954223632813
-9.513208293914795,0.498762676366843,0.49910822827395096,30329857.6,0.018161590956151486,0.0,30329848.0,0.6065784692764282
-9.871306800842286,0.5004050925925926,0.49909620128531407,29283590.2,0.017535083554685117,0.0,29283580.2,0.6089715719223022
-9.728794956207276,0.49944334215167546,0.49936183125111705,28349835.4,0.016975948959589003,0.0,28349825.4,0.5995968818664551
-9.686290645599366,0.4994405864197531,0.4992411355345613,27148741.2,0.016256731189787387,0.0,27148731.2,0.6003945350646973
-9.614929008483887,0.4991181657848324,0.4993540497101964,27007207.2,0.01617197962477803,0.0,27007197.2,0.5997992753982544
-9.578947162628173,0.49922288359788364,0.49946100670598037,26506953.6,0.015872427355498077,0.0,26506943.8,0.6059825658798218
-9.649805068969727,0.499537037037037,0.4994095293658255,27093085.2,0.01622340390458703,0.0,27093075.4,0.6106668472290039
-9.668963813781739,0.49869929453262785,0.49889803694338364,26493337.8,0.015864273998886347,0.0,26493327.8,0.6009939670562744
-9.675970554351807,0.49952876984126987,0.4997978842102707,24666523.6,0.014770373236387968,0.0,24666513.6,0.6374946355819702
-9.57665033340454,0.4986083553791888,0.4986491693105111,24723799.0,0.014804669097065926,0.0,24723789.2,0.6047821521759034
-9.513126277923584,0.4993579144620811,0.4991185121096239,24662725.2,0.01476809848099947,0.0,24662715.4,0.6077749729156494
-9.36088752746582,0.49909611992945324,0.4993264378835396,23966630.6,0.014351275563240052,0.0,23966620.8,0.60777428150177
-9.677638244628906,0.49815917107583774,0.4986532140754675,23257391.0,0.013926580920815468,0.0,23257381.0,0.6066773891448974
-9.657035732269287,0.4994516093474427,0.499230681056158,23109735.4,0.013838164787739516,0.0,23109725.6,0.6271226406097412
