loss_mse,inference time
0.026306235463440037,0.00041707400277873316
0.005018209481675296,0.0004015331430736829
0.0038915444563433,0.0003873066310464901
0.0034166204081984225,0.0003981999237171925
0.0031653555685658813,0.00041041002946468454
0.003004958903260638,0.00039000566278350903
0.0028931398941441882,0.0004388276677932182
0.0028116861856094994,0.00039531975767038166
0.0027417337721317935,0.0003926914973850668
0.0026822248109788557,0.0003895726227122212
0.0026298024825618087,0.0003902477069492758
0.0025927458315211918,0.00040204159534760635
0.0025535383171950287,0.00039848561994640787
0.002519323563709098,0.0004050611289458263
0.002491933715893998,0.000387954305848356
0.0024622467135044083,0.0003981108793086959
0.0024393836734249935,0.00043964763047341305
0.002419775695462967,0.0004434048984462617
0.002393254909623038,0.0004790560172422089
0.0023748911332300525,0.0005698151832079366
0.002360697665522011,0.00041225081232632455
0.0023407429242716226,0.00041958160353983116
0.0023226739429141373,0.0005209776606873004
0.0023072978118454375,0.0004084831026638801
0.0022937408256131493,0.00045767056680943844
0.0022838002791228293,0.0004111506643086454
0.002270114182031752,0.0004014594711526467
0.0022578223674572834,0.0004296788624023289
0.0022479969393626228,0.0005095469110493532
0.0022351718389450677,0.0005763830059636249
0.002221989398652239,0.0004610878997765608
0.0022152018931738517,0.0004636632264965642
0.0022024322031213113,0.00047519752288966864
0.0021945214816176508,0.00046635297673172036
0.0021812515044380932,0.0004876915845847768
0.002172738836658722,0.0004593883697713959
0.0021693223649808693,0.0006003590105803923
0.00216097364346882,0.0004606557298460726
0.002153550064145336,0.0004845497962042073
0.002140092561709742,0.0005314486450232438
0.0021386183731395576,0.0005040145558452375
0.002131398655030901,0.0004858213619594156
0.0021261166085598427,0.0004615141237449182
0.0021153916524090963,0.0004758011105576861
0.0021078700553147133,0.00044586391634604647
0.0021059349205255974,0.00044927225785823923
0.0020985722197236724,0.0004313364806256445
0.0020896020408979234,0.0004376249881846481
0.002087690414356095,0.0004113091749576466
0.0020817827913171437,0.00042301198861894815
0.002073034142174332,0.00039546304085538914
0.00207360319442987,0.0004189294330105004
0.002066557485361837,0.0005991760541632807
0.002061319324882461,0.0006047339334975194
0.0020530695245284565,0.00046821942874694975
0.002053251955551979,0.0005255303823744874
0.0020454902266471707,0.0006459445268858379
0.0020413782370816056,0.0006715875762512503
0.0020374224585375618,0.000509730655781544
0.0020341433321551814,0.00052035710527369
0.0020299377300127333,0.000525079069346407
0.0020276633235161395,0.00047168548959885203
0.0020237494221267602,0.0005264055989954593
0.0020187584657948283,0.0004838813830466166
0.0020185393395501135,0.0005097409524476731
0.0020108498218514644,0.0005312025402004121
0.0020092158073303345,0.0005347662018453408
0.002005046616841466,0.000606805013624131
0.0020048986217038197,0.0004498350939321402
0.001995452416130543,0.0004617027992749736
0.001994651537207284,0.00045238083586495576
0.0019914414655754836,0.0004852765087953739
0.0019883321975034925,0.0004744831372931636
0.0019829372396418447,0.0004250521787471725
0.001983165913677849,0.00043564411265426597
0.001981635772285489,0.0004563694162670423
0.0019774431956296338,0.00046191743400555166
0.0019723926598620837,0.00042790638559346073
0.001968694935139799,0.00045951192976494484
0.001966797294546374,0.00044139762864495716
0.00196474571087043,0.00044000714364713126
0.001959730639288694,0.000448510739635087
0.0019570426443473316,0.00042493993058401885
0.00195659457126246,0.0004617661745298808
0.0019554496411950196,0.0004379380938490522
0.0019487114224870125,0.0004220820981510654
0.0019469163158566888,0.00043232249517510406
0.0019467458906235091,0.00042493586992695386
0.0019428117059886686,0.00046126134784262257
0.001941898625461303,0.0004461291642664703
0.001937530797824361,0.0004462556247293514
0.0019315508520499737,0.000434000271660278
0.00193122520001459,0.00044179702327199226
0.001928694877659374,0.0004192940220055499
0.0019230935271515527,0.0004897449718484623
0.0019232141165362463,0.0004445920605439049
0.0019222802431985437,0.0004343847288702526
0.001918199533063277,0.00045631068176306655
0.0019173097987293885,0.0004243633172807902
0.0019142357553208107,0.00039633390677236294
